helpfulVotes,id,lang,locationId,ownerResponse,placeInfo,publishedDate,publishedPlatform,rating,roomTip,subratings,text,title,travelDate,tripType,url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,973271484,en,315685,"{'id': '973323164', 'text': 'Dear Daydream……Thank you so much for your kind and wonderful feedback—it’s just what we need to brighten our day! We’re absolutely delighted that you met the warm and pleasant smile of Sagarika during your meals, and we couldn’t agree more—our entire team is dedicated to making every guest feel like family at Heritance Kandalama. It’s great to hear that the food excited your taste buds, and you enjoyed it thoroughly. Taking a refreshing dip in our pool with its spectacular views, surrounded by the majesty of nature, sounds like the perfect way to relax. Yes! the monkeys are indeed creatures that add fun and joy with their playfulness.  Thank you from the bottom of our hearts for your high recommendation, and we cannot wait to welcome you back for another amazing and rejuvenating stay. Warm Regards, general Manager', 'lang': 'en', 'publishedDate': '2024-10-10', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/9/2024,OTHER,5,,[],"An amazing experience Sagarika was exceptional in the restaurant we saw her smiling friendly face at dinner an breakfasts
The pool was spectacular with an amazing view.. The monkeys were special adding to the whole experience. The food was delicious. I would definitely highly recommend Heritance Kandalama.",The most wonderful Hotel and facilities,2024-10,COUPLES,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r973271484-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,972643202,en,315685,"{'id': '972936719', 'text': ""Dear Charini…. Thank you for your lovely review. We're so glad to hear that you and your family enjoyed your stay, especially the stunning views of the lake and Sigiriya Rock. It’s wonderful that your kids had such a memorable experience with the wildlife, particularly the playful morning visits from the monkeys—it must have been such a treat. We’re also delighted that you enjoyed the variety at our buffet and found the food to your liking. It sounds like you had a fantastic time exploring everything we have to offer. We truly appreciate your recommendation and hope to welcome you and your family back for another nature-filled adventure at Heritance Kandalama. Warm Regards, General Manager\n\n"", 'lang': 'en', 'publishedDate': '2024-10-07', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/5/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","This hotel is blended with nature very much and we loved the stunning views of the lake and Sigiriya Rock. The wildlife around the hotel was a great experience for our kids. Specially the group of monkeys visiting the room balconies early in the morning. The food was really good and they had a wide spread on buffet, we loved everything here. Would recommend any family to go here with kids who love nature",Naute with Kids,2024-09,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r972643202-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,972598989,en,315685,"{'id': '972936257', 'text': 'Dear Janette….. We’re delighted to hear about your exceptional stay with us at Heritance Kandalama. It’s wonderful that you were able to experience the beauty of our unique architecture, relax in the infinity pool, and enjoy those charming morning visits from the monkeys. Dinner with Chef Udara Sampath sounds like a true highlight. His passion for Sri Lankan cuisine and the art of spices truly shines through, and we’re glad you found the evening both delicious and informative. The kitchen tour must have added an extra touch to an already unforgettable experience. We appreciate you choosing to stay with us and hope to welcome you back for more memorable moments in the future. Warm Regards, General Manager.', 'lang': 'en', 'publishedDate': '2024-10-07', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/4/2024,OTHER,5,,"[{'name': 'Value', 'value': 4}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 4}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 4}]","Our stay at Heritance Kandalama was exceptional. We experienced a beautiful piece of architecture in the hotel design, fantastic service, monkeys at our window in the morning and an infinity pool to relax in after a full days sightseeing. But the highlight of our stay was dinner with Chef Udara Sampath and his team. He introduced us to Sri Lankan cooking and educated our palettes in the  variety of spices used to create Sri Lankan curries. We were also taken on a tour of the kitchen. The evening with Chef Udara was entertaining, informative, delicious and an experience not to be missed.",An experience not to be missed,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r972598989-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,972594156,en,315685,"{'id': '972935524', 'text': ""Dear Elizabeth….  Thank you for your wonderful review. We’re delighted to hear that you and your family had such a beautiful experience with us. It's fantastic to know that you loved the design of the hotel and found the service to be amazing. We're especially grateful for your kind words about Sagarika—she’ll be thrilled to hear that she made such a positive impact on your dining experiences. We’re also glad that the pools, your room, and the housekeeping team all contributed to making your stay extra special. It’s heartwarming to know that you felt truly welcomed and well cared for throughout your visit. We hope to welcome you and your family back to Heritance Kandalama for another flawless experience. Thank you once again for choosing us. Warm Regards, General Manager. \n\n"", 'lang': 'en', 'publishedDate': '2024-10-07', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/4/2024,OTHER,5,"Level 5 is the best level no stairs and connects to everything 
A must for architectural lovers of Geoffrey Bawa’s work","[{'name': 'Value', 'value': 4}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 4}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","We loved this hotel - the service was amazing and the design is flawless.  We travelled as a family of 4, recommend room 540.
Sagarika looked after us so well in both the resteraunts in fine dining and breakfast. Pools are well attended. The rooms are beautifully appointed and the housekeeping team really go to extra effort to make you feel welcome. Nothing is too much trouble for anyone.",Beautiful Experience and excellent Hospitality,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r972594156-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,972590788,en,315685,"{'id': '972935069', 'text': ""Dear Hilda…. Thank you for sharing your incredible experience with us. We are overjoyed to hear that your culinary journey at our hotel was a highlight of your stay. It’s wonderful to know that the kitchen tour, cooking demonstration, and dining experience exceeded your expectations. Chef Udara and his assistant will be thrilled to hear your kind words—it's clear they made your time with us truly special. How delightful that you were serenaded for your birthday and indulged in a scrumptious chocolate cake! We’re glad you enjoyed it so much that it carried on to the next day—what a perfect way to celebrate. We can’t wait to welcome you back for more unforgettable moments and delicious experiences. Thank you once again for choosing Heritance Kandalama. Warm Regards, General Manager.\n\n"", 'lang': 'en', 'publishedDate': '2024-10-07', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/4/2024,MOBILE,5,,[],"Had the best culinary experience at this hotel. Includes kitchen tour, cooking demonstration and dining in the kitchen itself. This award winning restaurant’s kitchen is spotless! We were able to observe their operations during our entire meal and they are surprisingly quiet and very professional. Our personal Chef Udara and his assistant created the most delicious Sri Lankan signature meals. They made it look effortlessly easy before our very eyes and our table waiter spoiled us completely. To top it all off I was serenaded happy birthday by violin and presented with a scrumptious chocolate birthday cake. We were so full after our dessert that they kindly delivered the cake to our room to enjoy the next day (which we did! Yum!!)
Thank you Chef Udara for going above and beyond. I am, as we all are so very happy that we enjoyed this experience.",Amazing culinary experience in a beautiful hotel set in the jungles of Sri Lanka,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r972590788-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,972526121,en,315685,"{'id': '972934294', 'text': 'Dear Maria… Thank you so much for your valuable feedback and encouraging comments. We’re thrilled to hear that you enjoyed the refreshing welcome, the delightful morning visits from the monkeys, and the serene stargazing experience by the pool. Our nature wonderland is designed to offer beauty and tranquility, and it’s heartening to know that you were able to enjoy these moments. However, we are deeply disappointed to learn about the service lapses you encountered during your stay. The room you stayed in is part of our deluxe category, and we understand that not all guests may find the bathroom setup convenient. Rest assured, we take your concerns about the shower and jacuzzi seriously, as your comfort and well-being are our top priorities. We sincerely apologize for the lack of courtesy and attention during the issues you faced with the lighting, the insufficient towels, and the delay in serving your sandwich. We will thoroughly investigate and take the necessary steps to address these matters. Our service standards are consistently recognized for excellence, and it is disheartening to hear that this wasn’t reflected in your experience. We genuinely hope you’ll consider returning to Heritance Kandalama for a more seamless and amazing stay on your next visit. Warm Regards, General Manager ', 'lang': 'en', 'publishedDate': '2024-10-07', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/4/2024,OTHER,4,"Ask for extra towels or bath mat for the tub, it will be slippery.","[{'name': 'Value', 'value': 3}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 3}, {'name': 'Sleep Quality', 'value': 4}]","Positive:
Check-in was swift, and we were welcomed with refreshments upon arrival.
The hotel had a museum-like ambiance, and the wildlife was incredible, with monkeys greeting us on our balcony each morning.

The pool, which closes at 8 PM, provided a lovely spot for stargazing in the evening.
Our room was comfortable, with a cozy bed.

The bathroom was nice, they have a bath jacuzzi overlooking the forest and wildlife. 
Breakfast was fantastic, offering a wide variety of choices.

Negative:
Where the bathroom had a jacuzzi, the shower was also part of it. You would need to climb into the jacuzzi to take a shower. This could be a health and safety issue, as it got slippery and they did not provide bath mats and enough towels, this ought to change for those guest who won’t be able to easily manoeuvre themselves into the tub.

The master light switches were behind the bed frame, this was an awkward position and not all the light worked when we first got into the room, we had to get engineers in.

Unfortunately, most of the staff (except those at breakfast) seemed quite unhappy and indifferent.

There was a lack of care in service. My friend ordered two drinks, but there was a misunderstanding, and no apology was offered. She also ordered a sandwich, which arrived about 30 minutes after my food, even though a table of eight, who ordered after us, received their meals first. Again, no apology was given. This was quite disappointing.","Nice hotel, service was ok..",2024-09,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r972526121-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,972345794,en,315685,"{'id': '972533988', 'text': 'Dear Nethmielime,\n\nThank you so much for taking the time to share your wonderful experience with us! We are thrilled to hear that after all these years, Heritance Kandalama remains your favorite place, and that you had another memorable stay. It’s heartwarming to know that our team made your time with us special, especially during the private dinners and birthday celebrations.\nYour tip for travelers with elderly or physically disabled members is greatly appreciated, and we will certainly keep it in mind for future guest arrangements. We look forward to welcoming you back for many more unforgettable stays!\n\nWarm regards,\nGeneral Manager', 'lang': 'en', 'publishedDate': '2024-10-04', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",10/2/2024,OTHER,5,"For the elderly/physically disabled, I advice to book a room that has a bathroom with a walk-in shower, as the tub will be difficult to use.","[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Heritance Kandalama will always be my favourite place to go back to! It's been years but I finally had the chance to stay there again for 2 nights, and it's safe to say that they've maintained the quality of the rooms, the food, and the service. 

The staff were incredible, the buffet was awesome (we had two private dinners arranged, one for a birthday, for which the hotel staff did amazing work setting up the deco among other things). 

Had a good time in the main pool, too, and with the flautist, it was a surreal atmosphere. Overall, the ambience and the views are unparalleled!

The only tip I would give to travellers with elderly members or physically disabled members is to get a room with a bath that has a walk-in shower, as the tubs will be difficult to get into.",Had a great 2-night stay!,2024-09,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r972345794-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,971922304,en,315685,"{'id': '971941058', 'text': ""Dear Victor….. We greatly appreciate your kind words. We’re thrilled to know your stay with us was truly unforgettable, from the serene lakefront views to the tranquil atmosphere that made you feel at ease. It's wonderful to hear that our team’s warm hospitality made you feel like family—this is exactly the experience we aim to create. We're glad you enjoyed our locally inspired dishes, and we will be sure to pass on your words of appreciation to Chef Udara Sampath and Supun. They will be delighted to know their efforts left such a memorable impression. We look forward to welcoming you back for more relaxation, outstanding service, and delightful culinary experiences. Warm Regards, General Manager. "", 'lang': 'en', 'publishedDate': '2024-09-30', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",9/29/2024,OTHER,5,Balcony is almost unusable due to monkeys,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","I had an unforgettable stay at this stunning lakefront hotel, where the serene views and tranquil atmosphere instantly put me at ease. The staff went above and beyond, offering warm hospitality that made me feel like family. Each meal was a culinary delight, with locally sourced ingredients that created rich, flavorful dishes. The room was spacious, comfortable, and offered breathtaking views of the water. Overall, this hotel provided a perfect blend of relaxation, exceptional service, and mouthwatering food, making it a place I can’t wait to return to.

Many thanks to chef Udara Sampath who prepared us special dishes and cook Supun for the excellent job at the grill.",One of the best hotels to stay in Sri Lanka,2024-08,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r971922304-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,971794158,en,315685,"{'id': '971848541', 'text': ""Dear Valued Guest….. Thank you for sharing such an amazing review! We're absolutely thrilled that you enjoyed the stunning scenery, with the Kandalama Tank adding an extra touch of beauty to your stay. It’s wonderful to hear our team’s friendly service and the variety of food in the restaurant made your visit even more special. It sounds like you made the most of the activities, from indoor games to stargazing with the telescope on the terrace. With three pools to explore with unique atmospheres, we're so happy that the Kaludiya Pool was your favorite. We can’t wait to welcome you back for more unforgettable adventures at Heritance Kandalama. Thank you once again for choosing us. Warm Regards, General Manager.\n\n"", 'lang': 'en', 'publishedDate': '2024-09-29', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",9/28/2024,OTHER,5,,"[{'name': 'Value', 'value': 4}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 4}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 4}]","superb landscape and Kandalama Tank enhances the beauty of the place. staff is friendly. large varieties of food are at the restaurant. we were able to experience indoor and outdoor games such as TT, Carom. Had a telescope experience at the top terrace. Kaludiya Pool is the best pool out of three options.",excellent,2024-09,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r971794158-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,971705186,en,315685,"{'id': '971783131', 'text': 'Dear Najoud……Thank you for your wonderful and heartwarming review. We’re absolutely delighted that your stay at Heritance Kandalama felt like ""heaven on earth."" It’s heartening to know that you appreciated the unique architecture of the hotel and the seamless way it blends into the stunning natural surroundings. Our rooms truly do offer breathtaking views whether it be the Kandalama Reservoir, Sigiriya Rock, mountains or the luscious jungle. We’re thrilled that waking up to those sights made your stay feel like a dream. We’re glad to hear the spaciousness and cleanliness of your room, along with the spectacular bathroom views, contributed to a unique experience. It\'s also wonderful that our buffet, featuring fresh and natural foods, was the highlight of your culinary tour in Sri Lanka. The hotel\'s design and art pieces, along with the mesmerizing pool views, are certainly part of the charm, and we\'re grateful for your kind words about the exceptional service. A special thanks for recognizing Mr. Chathuranga and Mr. Shanthi. They, along with our front office team, will be overjoyed to know they made your stay even more memorable. We couldn’t agree more that the location, nestled in majestic nature, provides endless visual delight from every angle. We truly appreciate your recommendation and can’t wait to welcome you back for another tranquil and beautiful experience. Warm Regards, General Manager.\n\n', 'lang': 'en', 'publishedDate': '2024-09-29', 'responder': None, 'connectionToSubject': None}","{'id': '315685', 'name': 'Heritance Kandalama', 'rating': 4.5, 'numberOfReviews': 5615, 'locationString': 'Dambulla, Central Province', 'latitude': 7.871171, 'longitude': 80.70803, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304133-d315685-Reviews-Heritance_Kandalama-Dambulla_Central_Province.html', 'website': 'https://www.heritancehotels.com/kandalama/', 'address': 'Heritance Kandalama 11 Kandalama Lake Front, Dambulla 21106 Sri Lanka', 'addressObj': {'street1': 'Heritance Kandalama 11', 'street2': 'Kandalama Lake Front', 'city': 'Dambulla', 'state': None, 'country': 'Sri Lanka', 'postalcode': '21106'}, 'ratingHistogram': {'count1': 109, 'count2': 139, 'count3': 451, 'count4': 1207, 'count5': 3709}}",9/28/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Our stay at the Heritance Kandalama Hotel in Dambulla was nothing short of spectacular. The hotel is an architectural marvel, seamlessly blending into the natural landscape. Our room (number 508) offered a breathtaking view of the Kandalama Reservoir and the Sigiriya Rock. Waking up to that view each morning felt like a dream—it was truly heavenly.

The room itself was spacious and spotless, and the bathroom shared the same stunning view, making it a unique experience. The buffet was the best we had during our tour in Sri Lanka. Both breakfast and dinner featured a surprising variety of fresh, natural foods, which exceeded our expectations.

The hotel is filled with beautiful art pieces, and every corridor and floor showcases the richness of its architectural design. The main swimming pool also offered a mesmerizing view, and the poolside service was excellent.

We would like to give a special mention to the Front Office Manager, Mr.Chathuranga, who was a true gentleman and made our stay a memorable one. Mr. Shanthi also went above and beyond to ensure our comfort. The front office staff, along with these two gentlemen, served us with genuine warmth and hospitality.

Overall, Heritance Kandalama is a place of tranquility, beauty, and impeccable service. We highly recommend it and can’t wait to visit again.",Heaven on earth!,2024-09,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304133-d315685-r971705186-Heritance_Kandalama-Dambulla_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
