helpfulVotes,id,lang,locationId,ownerResponse,placeInfo,publishedDate,publishedPlatform,rating,roomTip,subratings,text,title,travelDate,tripType,url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,954615594,en,25367549,"{'id': '956494883', 'text': 'Dear Guest,\n\nWe appreciate the time you have taken to write a review on trip advisor and we take this opportunity to thank you once again for choosing the Grand Serendib - Kandy for your holiday.\n\nThank you for your positive feedback and we are delighted that you had a memorable time.\nWe hope to have the pleasure of welcoming you back to Grand Serendib – Kandy.\nThank you,\nManagement Team - Grand Serendib Kandy', 'lang': 'en', 'publishedDate': '2024-06-24', 'responder': None, 'connectionToSubject': None}","{'id': '25367549', 'name': 'Grand Serendib Hotel', 'rating': 4.5, 'numberOfReviews': 190, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.285386, 'longitude': 80.64447, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d25367549-Reviews-Grand_Serendib_Hotel-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.grandserendibhotel.com', 'address': '#12 Mahamaya Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': '#12 Mahamaya Mawatha', 'street2': None, 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 4, 'count2': 6, 'count3': 7, 'count4': 20, 'count5': 154}}",6/10/2024,OTHER,5,,"[{'name': 'Value', 'value': 3}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 4}, {'name': 'Service', 'value': 4}, {'name': 'Sleep Quality', 'value': 4}]","Excellent service, food and location. Reasonable. Reception service is really excellent with. Special thanks to Nikita - receptionist and thanks to Team Grand Serendib. And kindly invite to visit here to all my Sri Lankan and foreign friends and colleagues.",Staycation,2024-06,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g304138-d25367549-r954615594-Grand_Serendib_Hotel-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,977825810,en,797403,,"{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/30/2024,MOBILE,5,,[],"Absolutely wonderful hotel, with a fantastic pool and views overlooking the river. The staff couldn't do enough to help us, and the buffet food was exceptional!
All areas of the hotel were exceptionally clean and the bar prices were reasonable for a hotel 
Wish we could have stayed longer!",Exceptional stay in Kandy!,2024-10,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r977825810-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,977003025,en,797403,"{'id': '977090882', 'text': 'Dear Decker,\nThank you for sharing your feedback following your stay at Cinnamon Citadel Kandy. While thanking you for staying with us, we regret the experience you faced as mentioned in your comment and hindered you from having a pleasant experience. Please accept our sincere apologies for this inconvenience.\nWe assure you that the mentioned issues have been brought up to the relevant departments to avoid such scenarios in the future. Whilst thanking you again for your patronage, We would like to welcome you back to an improved experience at Cinnamon Citadel Kandy. \nTeam Cinnamon Citadel Kandy.\n', 'lang': 'en', 'publishedDate': '2024-10-29', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/28/2024,OTHER,3,,"[{'name': 'Value', 'value': 4}, {'name': 'Rooms', 'value': 4}, {'name': 'Location', 'value': 3}, {'name': 'Cleanliness', 'value': 3}, {'name': 'Service', 'value': 4}, {'name': 'Sleep Quality', 'value': 4}]",The hotel is okay. Feels very dated as if there are no style improvements since the 1980's. Food is good. Service is also decent. The boat ride was just ok. We barely saw anything other than just a few birds. The worst part about this hotel was that there was an awful smell each time we went to our rooms as we walked through the hallway next to the road. The hallways tiles were also very dirty. This hotel is not at all suitable for people who struggle with steps as there are no elevators that help you get to most levels.,Okay hotel - a little dated and dirty hallways,2024-10,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r977003025-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976909428,en,797403,"{'id': '976970689', 'text': 'Dear Guest,\nGreetings from Cinnamon Citadel! \nThank you for sharing your feedback following your stay at Cinnamon Citadel Kandy.  Whilst thanking you for your patronage, we do look forward to welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy\n', 'lang': 'en', 'publishedDate': '2024-10-28', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/27/2024,OTHER,4,,"[{'name': 'Rooms', 'value': 3}, {'name': 'Service', 'value': 3}]",A good hotel but very commercial. Good for tour groups and mass tourism. The lobby is noisy with a lot of people. Food is also buffet style mass produced ,Stay at Cinnamon Citadel Kandy,2024-10,NONE,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976909428-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976808165,en,797403,"{'id': '976912070', 'text': 'Dear Mottuf,,\nGreetings from Cinnamon Citadel! \nThank you for sharing your feedback following your stay at Cinnamon Citadel Kandy. We are delighted to know that Cinnamon Citadel Kandy met your expectations. We will surely share your valuable feedback with the teams in regard to future improvements. Whilst thanking you for your patronage, we do look forward to welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy\n', 'lang': 'en', 'publishedDate': '2024-10-28', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/27/2024,OTHER,4,,"[{'name': 'Value', 'value': 4}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Everything was perfect in this comfortable hotel, except the to laud music in the dinning room...Worth for value",Excellent location,2024-10,NONE,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976808165-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976773911,en,797403,"{'id': '976784246', 'text': 'Dear Guest,\nGreetings from Cinnamon Citadel! \nThank you for your positive review. We are glad that you enjoyed your stay at Cinnamon Citadel Kandy. We are very pleased to know that you enjoyed the services extended by our colleagues and your kind sentiments will be passed on to all the team members. Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy.\n', 'lang': 'en', 'publishedDate': '2024-10-27', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/26/2024,OTHER,5,,[],"Everything about the hotel is top class. The staff are at the top level (Mr.Naleen, Mr.Nalin, Chef Anuradha and all the other staff).A great place to start your day. The food in the restaurant was second to none. I would highly recommend it..",Best Hotel,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976773911-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976652440,en,797403,"{'id': '976773429', 'text': 'Dear Chamara, \nGreetings from Cinnamon Citadel! \nThank you for your positive review. We are glad that you enjoyed your stay at Cinnamon Citadel Kandy. We are very pleased to know that you enjoyed the services extended by our colleagues and your kind sentiments will be passed on to all the team members. Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy.\n\n', 'lang': 'en', 'publishedDate': '2024-10-27', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/25/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","We had a wonderful stay at Cinnamon Cithadel Kandy! The serene environment, coupled with breathtaking views, made for a peaceful and relaxing experience. The rooms were clean, comfortable, and well-appointed. The staff were incredibly hospitable and went out of their way to make sure we felt at home. The food was delicious, offering a great blend of local and international cuisine. I highly recommend and many thanks to F&B Manager Mr Naleen , Chef Anuradha, and Chinthaka",Heaven in Kandy,2024-10,COUPLES,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976652440-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976650661,en,797403,"{'id': '976773475', 'text': 'Dear Guest, \nGreetings from Cinnamon Citadel! \nThank you for your positive review. We are glad that you enjoyed your stay at Cinnamon Citadel Kandy. We are very pleased to know that you enjoyed the services extended by our colleagues and your kind sentiments will be passed on to all the team members. Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy.\n\n', 'lang': 'en', 'publishedDate': '2024-10-27', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/25/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","As I come very often to Kandy, I always go to this hotel, because of the friendly atmosphere and excellent food!.Rooms are Very Cleaned.Thanks to Mr. Nallen, F&B Manager, Chef Anuradha, Chinthaka and Lakshan for doing their utmost to make me feel at home🙏",Best in Kandy,2024-10,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976650661-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976645133,en,797403,"{'id': '976773490', 'text': 'Dear Guest, \nGreetings from Cinnamon Citadel! \nThank you for your positive review. We are glad that you enjoyed your stay at Cinnamon Citadel Kandy. We are very pleased to know that you enjoyed the services extended by our colleagues and your kind sentiments will be passed on to all the team members. Whilst thanking you for your patronage, we do look forward in welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy.\n\n', 'lang': 'en', 'publishedDate': '2024-10-27', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/25/2024,OTHER,5,,"[{'name': 'Value', 'value': 4}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","This is the fourth time I am coming to this hotel. The staff is very client oriented, always trying to help. I would like to commend especially  Mr. Nalin, FOB Manager, Mr. Lakshan and Mr. chinthka for doing their utmost to make me feel at home! A big THANK YOU to them and all the staff🙏",You feel at home in this hotel! Un paradis as we say in French !,2024-10,FRIENDS,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976645133-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,976582825,en,797403,"{'id': '976773547', 'text': 'Dear Jamie,\nGreetings from Cinnamon Citadel! \nThank you for sharing your feedback following your stay at Cinnamon Citadel Kandy. We are delighted to know that you enjoyed the ambience of Cinnamon Citadel Kandy and the property met your expectations. Whilst thanking you for your patronage, we do look forward to welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy\n', 'lang': 'en', 'publishedDate': '2024-10-27', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/25/2024,MOBILE,5,,[],Such a sweet hotel. Service was great! Everything was clean and beautiful. We enjoyed our dinners and our servers ~ Viraj was our main server and he was so on top of things. The pool was warm and the view was really pretty. It was easy to get a tuk tuk to the botanical gardens and other places. We would stay here again.,Loved it,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r976582825-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,974609560,en,797403,"{'id': '974818062', 'text': 'Dear Chathunika, \nGreetings from Cinnamon Citadel! \nThank you for sharing your feedback following your stay at Cinnamon Citadel Kandy. We are delighted to know that you enjoyed the ambience of Cinnamon Citadel Kandy and the property met your expectations. Whilst thanking you for your patronage, we do look forward to welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy\n', 'lang': 'en', 'publishedDate': '2024-10-21', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/19/2024,OTHER,4,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 3}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","I booked a triple room - full-Board package, the room is quite small for three people but manageable. The food quality is superb as always. The staff were friendly with us throughout the our stay. The Hotel environment is really beautiful and we can enjoy our vacation peacefully.",First visit to the Cinnamon Citadel - Kandy,2024-10,NONE,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r974609560-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,974600215,en,797403,"{'id': '974817809', 'text': 'Dear Guest,\nGreetings from Cinnamon Citadel! \nThank you for sharing your feedback following your stay at Cinnamon Citadel Kandy. We are delighted to know that you enjoyed the ambience of Cinnamon Citadel Kandy and the property met your expectations. Whilst thanking you for your patronage, we do look forward to welcoming you to Cinnamon Citadel once again. \nTeam Cinnamon Citadel Kandy\n', 'lang': 'en', 'publishedDate': '2024-10-21', 'responder': None, 'connectionToSubject': None}","{'id': '797403', 'name': 'Cinnamon Citadel Kandy', 'rating': 4.5, 'numberOfReviews': 4330, 'locationString': 'Kandy, Kandy District, Central Province', 'latitude': 7.3058, 'longitude': 80.6236, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304138-d797403-Reviews-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html', 'website': 'https://www.cinnamonhotels.com/cinnamoncitadelkandy', 'address': 'Srimath Kuda Ratwatte Mawatha, Kandy 20000 Sri Lanka', 'addressObj': {'street1': 'Srimath Kuda Ratwatte Mawatha', 'street2': '', 'city': 'Kandy', 'state': None, 'country': 'Sri Lanka', 'postalcode': '20000'}, 'ratingHistogram': {'count1': 92, 'count2': 117, 'count3': 439, 'count4': 1556, 'count5': 2128}}",10/19/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","If you want to have very good experience and relax and also have fun this hotel  is exactly what you need with very kind stuff and clean rooms 
All the hotel was clean and the foods were delicious and not spicy 
The pool was also clean and in calm area and fabulous view",Best hotel,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304138-d797403-r974600215-Cinnamon_Citadel_Kandy-Kandy_Kandy_District_Central_Province.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
