helpfulVotes,id,lang,locationId,ownerResponse,placeInfo,publishedDate,publishedPlatform,rating,roomTip,subratings,text,title,travelDate,tripType,url
0,978468821,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",11/2/2024,OTHER,3,"Stay somewhere else until totally renovated
","[{'name': 'Value', 'value': 3}, {'name': 'Rooms', 'value': 3}, {'name': 'Location', 'value': 4}, {'name': 'Cleanliness', 'value': 3}, {'name': 'Service', 'value': 2}, {'name': 'Sleep Quality', 'value': 1}]","We stayed as a couple at this hotel, a long drive from Kandy , we were ready for a rest. The hotel was difficult to find for our driver but we were delivered and check in went smoothly . 
Room service and food ok , pool very good and refreshing , looking forward to good sleep .
Twice during the night the alarm in the door lock went off and I mean OFF, Maintenance can and disabled the alarm, took approx 45 minutes , totally awake , assured all good , just getting back to sleep and alarm activates again , maintenance again called , another 40 minutes .
A complimentary breakfast was given after a stand off .
Would not recommend this Hotel",Lots of Problems.,2024-10,COUPLES,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r978468821-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,978097143,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/31/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Heritage Hotel exceeded my expectations! The staff was welcoming, and the rooms combined classic charm with modern comfort. The views were stunning, and the location was perfect for exploring. The entire hotel was clean and well-maintained and food was delicious. Highly recommend for a luxurious, historic getaway!",highly recommend for luxurious,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r978097143-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,977060220,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/28/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Excellent Wellcome . Good staff . Location is very near to Sri maha bodi we are enjoying stay here . 
We are back when we plan to visit Anuradhapura 
We wish to have future advancements this hole to have good tourism destinations  .overall excellent stay to stay and see.Highly recommend hotel in Anuradhapura.",Excellent location excellent hotel,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r977060220-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,976913264,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/27/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Heritage Hotel Anuradhapura is an exceptional retreat in the heart of this historic city. The hotel maintains an authentic local ambiance while catering seamlessly to international tourists. Ideally situated near all major historical landmarks and adjacent to the scenic Thissa Wewa, the property combines modern amenities with a serene setting.

Our family visited for a chess tournament of my kid, and despite the busy schedule, we experienced a relaxing and comfortable stay. The hotel’s restful atmosphere was a perfect counterbalance to the event’s demands. We highly recommend Heritage Hotel Anuradhapura to anyone looking for a memorable and pleasant stay in the city.

We would like to mention the warm welcome of the CEO Mr. Sumith and the front office staff members Mr. Supun and Miss Tharushi too here for there wonderful arrangements.",Best hotel for best stay,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r976913264-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,976775210,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/26/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","Lovely place, very peaceful, good food and good service. Was very accommodating for my requests.
Best services with overall best experience.
All are superb 

The place needs renovation tho, hopefully it'll happen soon.
Highly recommend hotel toooo",Lovely place,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r976775210-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,976711812,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/26/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","I have been here for the first time in 2013 with my wife and since then this is our fifth time staying at Heritage. We made love with Heritage, beautiful location, friendly staff, delicious food, clean rooms and many more. Highly recommended. Most convenient hotel to stay if you’re planning to visit Anuradhapura.",This is my 5th time best hotel to visit.❤️,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r976711812-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,976652373,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/25/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]",Overall best experience I this lovely place.All the things were really amazing.Especially I came here to celebrate my birthday party in this beautiful place.Everything were perfect the decarations foods and all other things were really amazing and nice.Staff were really friendly and helpful they did there best to make a memorable day in my life.Thank you very much heritage hotel for your warm support.,Make the best memories in heritage hotel.,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r976652373-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,976647334,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/25/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]",Best experience in heritage. Everything were perfect and wonderful. Superior rooms with very best facilities and services. Foods were excellent and rooms too were superb as well as the service of the staff were excellent. Everything were really really nice and wonderful. We will be here next time too in heritage hotel.,Wonderful experience,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r976647334-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,974214527,en,1955662,,"{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/16/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","One of the highlights was the on site restaurant,which offer a diverse menu of delicious dishes.showcasing local flavor. The breakfast buffets was particularly impressive,with a variety of options to staff the day righ 
The staff at hotel heritage were exceptional friendly helpful and always willing to assess with any request","I recently stayed at hotel hertage and had a wonderful experience. The location is fantastic , nestled in a vibrant area",2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r974214527-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
0,974088996,en,1955662,"{'id': '974796432', 'text': ""Dear Guest,\nWe were so happy to host you again! Thank you so much for your lovely review! We're pleased to hear that you had a really good time with us and that you were satisfied with our food, services and facilities. We look forward to host you again another time! \n\nWarm regards,\nGuest relation officer\nHeritage hotel Anuradhapura. "", 'lang': 'en', 'publishedDate': '2024-10-21', 'responder': None, 'connectionToSubject': None}","{'id': '1955662', 'name': 'Heritage Hotel Anuradhapura', 'rating': 4.5, 'numberOfReviews': 1738, 'locationString': 'Anuradhapura, North Central Province', 'latitude': 8.326964, 'longitude': 80.37862, 'webUrl': 'https://www.tripadvisor.com/Hotel_Review-g304132-d1955662-Reviews-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html', 'website': 'http://www.heritagehotel.lk/', 'address': 'Galwala Road, Anuradhapura 50000 Sri Lanka', 'addressObj': {'street1': 'Galwala Road', 'street2': None, 'city': 'Anuradhapura', 'state': None, 'country': 'Sri Lanka', 'postalcode': '50000'}, 'ratingHistogram': {'count1': 71, 'count2': 84, 'count3': 199, 'count4': 323, 'count5': 1063}}",10/15/2024,OTHER,5,,"[{'name': 'Value', 'value': 5}, {'name': 'Rooms', 'value': 5}, {'name': 'Location', 'value': 5}, {'name': 'Cleanliness', 'value': 5}, {'name': 'Service', 'value': 5}, {'name': 'Sleep Quality', 'value': 5}]","This is our third time to heritage hotel anuradapura .Best experience with all the services we get from here are so nice.From the entrance the view of this beautiful location is fantastic.surrounded with the greeny touched garden with outer garden and inner garden too.And then after we enter the reception the welcoming were so speed and then after we enter the rooms they really clean and tidy with all comfortable zones around there.And then we had a relax in the huge clean clear pool in this beautiful place.The pool were extremely so beau And nice.And the the foods were so delicious .Services we got from here are so incredible.So and then i should especially thanks for MR.Sumith wijesinghe the CEO of the hotel and the MR.Janaka AM ,MR.Supun,Chef Vipula ,Ms.Tharushi  for your support . restaurant service were excellent lakshan was good in there too.Thank you so much for a nice stay to have in here.Next time too ill be here sure🤩",Next time too.,2024-10,FAMILY,https://www.tripadvisor.com/ShowUserReviews-g304132-d1955662-r974088996-Heritage_Hotel_Anuradhapura-Anuradhapura_North_Central_Province.html
